id,date,user,pc,activity
5329,2025-02-17 09:47:00,U0025,PC0025,Logon
5330,2025-02-17 16:02:11.175511,U0025,PC0025,Logoff
5331,2025-02-17 08:32:00,U0026,PC0026,Logon
5332,2025-02-17 16:16:42.190907,U0026,PC0026,Logoff
5333,2025-02-17 09:38:00,U0027,PC0027,Logon
5334,2025-02-17 18:49:35.919621,U0027,PC0027,Logoff
5335,2025-02-17 08:02:00,U0028,PC0028,Logon
5336,2025-02-17 15:32:07.337351,U0028,PC0028,Logoff
5337,2025-02-17 08:56:00,U0029,PC0029,Logon
5338,2025-02-17 16:07:54.500676,U0029,PC0029,Logoff
5339,2025-02-17 08:48:00,U0030,PC0030,Logon
5340,2025-02-17 17:34:14.887992,U0030,PC0030,Logoff
5341,2025-02-17 08:16:00,U0031,PC0031,Logon
5342,2025-02-17 16:41:40.131823,U0031,PC0031,Logoff
5343,2025-02-17 08:26:00,U0032,PC0032,Logon
5344,2025-02-17 15:52:19.183213,U0032,PC0032,Logoff
5345,2025-02-17 08:12:00,U0033,PC0033,Logon
5346,2025-02-17 17:52:29.494822,U0033,PC0033,Logoff
5347,2025-02-17 08:01:00,U0034,PC0034,Logon
5348,2025-02-17 13:48:55.523496,U0034,PC0034,Logoff
5349,2025-02-17 08:27:00,U0035,PC0035,Logon
5350,2025-02-17 16:29:02.506511,U0035,PC0035,Logoff
5351,2025-02-17 09:19:00,U0036,PC0036,Logon
5352,2025-02-17 17:41:31.641087,U0036,PC0036,Logoff
5353,2025-02-17 09:13:00,U0037,PC0037,Logon
5354,2025-02-17 18:22:44.134551,U0037,PC0037,Logoff
5355,2025-02-17 08:53:00,U0038,PC0038,Logon
5356,2025-02-17 17:46:41.678002,U0038,PC0038,Logoff
5357,2025-02-17 08:09:00,U0039,PC0039,Logon
5358,2025-02-17 15:14:42.187801,U0039,PC0039,Logoff
5359,2025-02-17 08:29:00,U0040,PC0040,Logon
5360,2025-02-17 16:12:30.556918,U0040,PC0040,Logoff
5361,2025-02-17 08:26:00,U0041,PC0041,Logon
5362,2025-02-17 16:32:50.765372,U0041,PC0041,Logoff
5363,2025-02-17 09:03:00,U0042,PC0042,Logon
5364,2025-02-17 16:07:20.808009,U0042,PC0042,Logoff
5365,2025-02-17 08:26:00,U0043,PC0043,Logon
5366,2025-02-17 14:56:09.191993,U0043,PC0043,Logoff
5367,2025-02-17 09:28:00,U0044,PC0044,Logon
5368,2025-02-17 17:09:46.946138,U0044,PC0044,Logoff
5369,2025-02-17 08:11:00,U0045,LAB009,Logon
5370,2025-02-17 17:46:20.185182,U0045,LAB009,Logoff
5371,2025-02-17 08:30:00,U0046,PC0046,Logon
5372,2025-02-17 15:22:27.886389,U0046,PC0046,Logoff
5373,2025-02-17 08:30:00,U0047,PC0047,Logon
5374,2025-02-17 16:25:55.663026,U0047,PC0047,Logoff
5375,2025-02-17 09:50:00,U0048,PC0048,Logon
5376,2025-02-17 18:34:22.831685,U0048,PC0048,Logoff
5377,2025-02-17 10:25:00,U0049,PC0049,Logon
5378,2025-02-17 16:10:02.043165,U0049,PC0049,Logoff
5379,2025-02-17 09:27:00,U0050,PC0050,Logon
5380,2025-02-17 16:53:34.329939,U0050,PC0050,Logoff
5381,2025-02-17 08:13:00,U0051,PC0051,Logon
5382,2025-02-17 15:35:48.820338,U0051,PC0051,Logoff
5383,2025-02-17 08:57:00,U0052,PC0052,Logon
5384,2025-02-17 18:38:04.289405,U0052,PC0052,Logoff
5385,2025-02-17 09:15:00,U0053,PC0053,Logon
5386,2025-02-17 17:16:23.505523,U0053,PC0053,Logoff
5387,2025-02-17 09:18:00,U0054,PC0054,Logon
5388,2025-02-17 15:47:14.895725,U0054,PC0054,Logoff
5389,2025-02-17 08:10:00,U0055,PC0055,Logon
5390,2025-02-17 13:59:19.316164,U0055,PC0055,Logoff
5391,2025-02-17 08:16:00,U0056,PC0056,Logon
5392,2025-02-17 16:25:42.114696,U0056,PC0056,Logoff
5393,2025-02-17 09:16:00,U0057,PC0057,Logon
5394,2025-02-17 17:24:57.630880,U0057,PC0057,Logoff
5395,2025-02-17 08:46:00,U0058,PC0058,Logon
5396,2025-02-17 17:34:11.357073,U0058,PC0058,Logoff
5397,2025-02-17 09:59:00,U0059,PC0059,Logon
5398,2025-02-17 18:42:58.995413,U0059,PC0059,Logoff
5399,2025-02-17 08:41:00,U0060,LAB013,Logon
5400,2025-02-17 16:59:41.367092,U0060,LAB013,Logoff
5401,2025-02-17 08:19:00,U0061,PC0061,Logon
5402,2025-02-17 15:55:09.636291,U0061,PC0061,Logoff
5403,2025-02-17 09:33:00,U0062,PC0062,Logon
5404,2025-02-17 17:38:27.936983,U0062,PC0062,Logoff
5405,2025-02-17 08:12:00,U0063,LAB003,Logon
5406,2025-02-17 16:12:22.583362,U0063,LAB003,Logoff
5407,2025-02-17 08:46:00,U0064,PC0064,Logon
5408,2025-02-17 17:55:00.962625,U0064,PC0064,Logoff
5409,2025-02-17 08:05:00,U0065,PC0065,Logon
5410,2025-02-17 17:12:06.779799,U0065,PC0065,Logoff
5411,2025-02-17 08:28:00,U0066,PC0066,Logon
5412,2025-02-17 15:56:35.126442,U0066,PC0066,Logoff
5413,2025-02-17 08:03:00,U0067,PC0067,Logon
5414,2025-02-17 16:55:34.226154,U0067,PC0067,Logoff
5415,2025-02-17 08:28:00,U0068,PC0068,Logon
5416,2025-02-17 17:06:40.543557,U0068,PC0068,Logoff
5417,2025-02-17 08:18:00,U0069,PC0069,Logon
5418,2025-02-17 14:19:26.532120,U0069,PC0069,Logoff
5419,2025-02-17 08:05:00,U0070,PC0070,Logon
5420,2025-02-17 14:54:15.210428,U0070,PC0070,Logoff
5421,2025-02-17 09:46:00,U0071,PC0071,Logon
5422,2025-02-17 16:34:34.532152,U0071,PC0071,Logoff
5423,2025-02-17 09:57:00,U0072,PC0072,Logon
5424,2025-02-17 17:51:32.126903,U0072,PC0072,Logoff
5425,2025-02-17 08:17:00,U0073,PC0073,Logon
5426,2025-02-17 16:56:21.211696,U0073,PC0073,Logoff
5427,2025-02-17 09:54:00,U0074,PC0074,Logon
5428,2025-02-17 17:52:47.644494,U0074,PC0074,Logoff
5429,2025-02-17 08:57:00,U0075,PC0075,Logon
5430,2025-02-17 15:10:33.709382,U0075,PC0075,Logoff
5431,2025-02-17 08:43:00,U0076,PC0076,Logon
5432,2025-02-17 16:05:58.035912,U0076,PC0076,Logoff
5433,2025-02-17 09:28:00,U0077,PC0077,Logon
5434,2025-02-17 17:07:17.471228,U0077,PC0077,Logoff
5435,2025-02-17 09:28:00,U0078,PC0078,Logon
5436,2025-02-17 16:51:13.260223,U0078,PC0078,Logoff
5437,2025-02-17 08:38:00,U0079,PC0079,Logon
5438,2025-02-17 17:49:02.354796,U0079,PC0079,Logoff
5439,2025-02-17 09:04:00,U0080,PC0080,Logon
5440,2025-02-17 17:00:23.864850,U0080,PC0080,Logoff
5441,2025-02-18 08:56:00,U0001,PC0001,Logon
5442,2025-02-18 16:18:00.366972,U0001,PC0001,Logoff
5443,2025-02-18 08:08:00,U0002,PC0002,Logon
5444,2025-02-18 15:35:32.375283,U0002,PC0002,Logoff
5445,2025-02-18 09:36:00,U0003,PC0003,Logon
5446,2025-02-18 17:22:41.202223,U0003,PC0003,Logoff
5447,2025-02-18 08:56:00,U0004,PC0004,Logon
5448,2025-02-18 18:42:05.409455,U0004,PC0004,Logoff
5449,2025-02-18 09:11:00,U0005,PC0005,Logon
5450,2025-02-18 15:46:35.003758,U0005,PC0005,Logoff
5451,2025-02-18 08:38:00,U0006,PC0006,Logon
5452,2025-02-18 16:44:39.190978,U0006,PC0006,Logoff
5453,2025-02-18 09:44:00,U0007,PC0007,Logon
5454,2025-02-18 16:37:30.795150,U0007,PC0007,Logoff
5455,2025-02-18 09:08:00,U0008,PC0008,Logon
5456,2025-02-18 18:31:58.151137,U0008,PC0008,Logoff
5457,2025-02-18 08:57:00,U0009,PC0009,Logon
5458,2025-02-18 16:40:20.950972,U0009,PC0009,Logoff
5459,2025-02-18 08:59:00,U0010,PC0010,Logon
5460,2025-02-18 16:46:47.539892,U0010,PC0010,Logoff
5461,2025-02-18 08:13:00,U0011,PC0011,Logon
5462,2025-02-18 16:52:34.739993,U0011,PC0011,Logoff
5463,2025-02-18 09:53:00,U0012,PC0012,Logon
5464,2025-02-18 17:08:06.854167,U0012,PC0012,Logoff
5465,2025-02-18 08:35:00,U0013,PC0013,Logon
5466,2025-02-18 16:33:43.518795,U0013,PC0013,Logoff
5467,2025-02-18 09:22:00,U0014,PC0014,Logon
5468,2025-02-18 17:36:57.903676,U0014,PC0014,Logoff
5469,2025-02-18 08:03:00,U0015,PC0015,Logon
5470,2025-02-18 16:10:29.107559,U0015,PC0015,Logoff
5471,2025-02-18 09:53:00,U0016,PC0016,Logon
5472,2025-02-18 18:15:54.243008,U0016,PC0016,Logoff
5473,2025-02-18 08:05:00,U0017,PC0017,Logon
5474,2025-02-18 15:34:59.287858,U0017,PC0017,Logoff
5475,2025-02-18 08:29:00,U0018,PC0018,Logon
5476,2025-02-18 18:07:12.263863,U0018,PC0018,Logoff
5477,2025-02-18 08:34:00,U0019,PC0019,Logon
5478,2025-02-18 16:32:48.740360,U0019,PC0019,Logoff
5479,2025-02-18 08:04:00,U0020,PC0020,Logon
5480,2025-02-18 17:09:56.340087,U0020,PC0020,Logoff
5481,2025-02-18 09:32:00,U0021,PC0021,Logon
5482,2025-02-18 17:59:02.206978,U0021,PC0021,Logoff
5483,2025-02-18 09:24:00,U0022,PC0022,Logon
5484,2025-02-18 17:26:12.418199,U0022,PC0022,Logoff
5485,2025-02-18 07:00:00,U0023,PC0023,Logon
5486,2025-02-18 15:44:42.543111,U0023,PC0023,Logoff
5487,2025-02-18 09:11:00,U0024,PC0024,Logon
5488,2025-02-18 17:36:42.031382,U0024,PC0024,Logoff
5489,2025-02-18 08:03:00,U0025,PC0025,Logon
5490,2025-02-18 15:39:55.955236,U0025,PC0025,Logoff
5491,2025-02-18 08:43:00,U0026,PC0026,Logon
5492,2025-02-18 17:44:17.842743,U0026,PC0026,Logoff
5493,2025-02-18 08:05:00,U0027,PC0027,Logon
5494,2025-02-18 18:09:57.577160,U0027,PC0027,Logoff
5495,2025-02-18 09:22:00,U0028,PC0028,Logon
5496,2025-02-18 16:05:27.542424,U0028,PC0028,Logoff
5497,2025-02-18 08:03:00,U0029,PC0029,Logon
5498,2025-02-18 15:23:53.969560,U0029,PC0029,Logoff
5499,2025-02-18 07:19:00,U0030,PC0030,Logon
5500,2025-02-18 16:54:58.095384,U0030,PC0030,Logoff
5501,2025-02-18 09:41:00,U0031,PC0031,Logon
5502,2025-02-18 18:12:59.546344,U0031,PC0031,Logoff
5503,2025-02-18 09:56:00,U0032,PC0032,Logon
5504,2025-02-18 16:33:04.736753,U0032,PC0032,Logoff
5505,2025-02-18 08:39:00,U0033,PC0033,Logon
5506,2025-02-18 17:29:30.410789,U0033,PC0033,Logoff
5507,2025-02-18 08:36:00,U0034,PC0034,Logon
5508,2025-02-18 14:04:05.630461,U0034,PC0034,Logoff
5509,2025-02-18 08:36:00,U0035,PC0035,Logon
5510,2025-02-18 16:27:29.672806,U0035,PC0035,Logoff
5511,2025-02-18 09:24:00,U0036,PC0036,Logon
5512,2025-02-18 18:07:42.667117,U0036,PC0036,Logoff
5513,2025-02-18 09:30:00,U0037,PC0037,Logon
5514,2025-02-18 17:45:31.571299,U0037,PC0037,Logoff
5515,2025-02-18 09:42:00,U0038,PC0038,Logon
5516,2025-02-18 16:10:51.708789,U0038,PC0038,Logoff
5517,2025-02-18 09:27:00,U0039,PC0039,Logon
5518,2025-02-18 18:04:35.538108,U0039,PC0039,Logoff
5519,2025-02-18 08:48:00,U0040,PC0040,Logon
5520,2025-02-18 15:17:49.665809,U0040,PC0040,Logoff
5521,2025-02-18 08:48:00,U0041,PC0041,Logon
5522,2025-02-18 16:08:18.450807,U0041,PC0041,Logoff
5523,2025-02-18 09:49:00,U0042,PC0042,Logon
5524,2025-02-18 17:12:07.660379,U0042,PC0042,Logoff
5525,2025-02-18 08:42:00,U0043,PC0043,Logon
5526,2025-02-18 16:05:18.118548,U0043,PC0043,Logoff
5527,2025-02-18 09:52:00,U0044,PC0044,Logon
5528,2025-02-18 17:52:46.956148,U0044,PC0044,Logoff
5529,2025-02-18 08:46:00,U0045,PC0045,Logon
5530,2025-02-18 16:39:23.980205,U0045,PC0045,Logoff
5531,2025-02-18 09:54:00,U0046,PC0046,Logon
5532,2025-02-18 17:09:02.981784,U0046,PC0046,Logoff
5533,2025-02-18 09:38:00,U0047,PC0047,Logon
5534,2025-02-18 17:50:37.786676,U0047,PC0047,Logoff
5535,2025-02-18 08:01:00,U0048,PC0048,Logon
5536,2025-02-18 18:31:03.241793,U0048,PC0048,Logoff
5537,2025-02-18 08:47:00,U0049,PC0049,Logon
5538,2025-02-18 16:25:46.731266,U0049,PC0049,Logoff
5539,2025-02-18 08:57:00,U0050,PC0050,Logon
5540,2025-02-18 17:54:08.863094,U0050,PC0050,Logoff
5541,2025-02-18 09:00:00,U0051,PC0051,Logon
5542,2025-02-18 18:40:11.722013,U0051,PC0051,Logoff
5543,2025-02-18 09:32:00,U0052,PC0052,Logon
5544,2025-02-18 17:20:08.566316,U0052,PC0052,Logoff
5545,2025-02-18 08:23:00,U0053,PC0053,Logon
5546,2025-02-18 14:42:43.788819,U0053,PC0053,Logoff
5547,2025-02-18 10:51:00,U0054,PC0054,Logon
5548,2025-02-18 19:19:08.321081,U0054,PC0054,Logoff
5549,2025-02-18 08:15:00,U0055,PC0055,Logon
5550,2025-02-18 17:34:41.004800,U0055,PC0055,Logoff
5551,2025-02-18 08:32:00,U0056,PC0056,Logon
5552,2025-02-18 16:56:23.839323,U0056,PC0056,Logoff
5553,2025-02-18 08:13:00,U0057,PC0057,Logon
5554,2025-02-18 16:51:19.237704,U0057,PC0057,Logoff
5555,2025-02-18 08:46:00,U0058,PC0058,Logon
5556,2025-02-18 15:18:56.659592,U0058,PC0058,Logoff
5557,2025-02-18 09:12:00,U0059,PC0059,Logon
5558,2025-02-18 18:14:55.910911,U0059,PC0059,Logoff
5559,2025-02-18 08:24:00,U0060,PC0060,Logon
5560,2025-02-18 17:10:30.414438,U0060,PC0060,Logoff
5561,2025-02-18 08:36:00,U0061,PC0061,Logon
5562,2025-02-18 16:34:25.461144,U0061,PC0061,Logoff
5563,2025-02-18 08:39:00,U0062,PC0062,Logon
5564,2025-02-18 17:23:49.131024,U0062,PC0062,Logoff
5565,2025-02-18 09:16:00,U0063,PC0063,Logon
5566,2025-02-18 17:57:24.265235,U0063,PC0063,Logoff
5567,2025-02-18 09:41:00,U0064,PC0064,Logon
5568,2025-02-18 18:22:29.826870,U0064,PC0064,Logoff
5569,2025-02-18 09:39:00,U0065,PC0065,Logon
5570,2025-02-18 16:39:06.435869,U0065,PC0065,Logoff
5571,2025-02-18 08:58:00,U0066,PC0066,Logon
5572,2025-02-18 16:26:00.874553,U0066,PC0066,Logoff
5573,2025-02-18 08:32:00,U0067,PC0067,Logon
5574,2025-02-18 16:09:31.677057,U0067,PC0067,Logoff
5575,2025-02-18 08:47:00,U0068,PC0068,Logon
5576,2025-02-18 14:49:33.581079,U0068,PC0068,Logoff
5577,2025-02-18 08:04:00,U0069,PC0069,Logon
5578,2025-02-18 16:15:36.166027,U0069,PC0069,Logoff
5579,2025-02-18 08:55:00,U0070,PC0070,Logon
5580,2025-02-18 16:55:56.456051,U0070,PC0070,Logoff
5581,2025-02-18 09:46:00,U0071,PC0071,Logon
5582,2025-02-18 18:47:23.003599,U0071,PC0071,Logoff
5583,2025-02-18 09:30:00,U0072,LAB008,Logon
5584,2025-02-18 17:53:28.060357,U0072,LAB008,Logoff
5585,2025-02-18 09:13:00,U0073,PC0073,Logon
5586,2025-02-18 16:29:33.726970,U0073,PC0073,Logoff
5587,2025-02-18 08:18:00,U0074,PC0074,Logon
5588,2025-02-18 13:33:39.095258,U0074,PC0074,Logoff
5589,2025-02-18 09:18:00,U0075,PC0075,Logon
5590,2025-02-18 18:50:25.166327,U0075,PC0075,Logoff
5591,2025-02-18 08:51:00,U0076,PC0076,Logon
5592,2025-02-18 16:35:45.773857,U0076,PC0076,Logoff
5593,2025-02-18 08:53:00,U0077,PC0077,Logon
5594,2025-02-18 17:15:57.552785,U0077,PC0077,Logoff
5595,2025-02-18 09:16:00,U0078,PC0078,Logon
5596,2025-02-18 15:31:26.020894,U0078,PC0078,Logoff
5597,2025-02-18 09:46:00,U0079,PC0079,Logon
5598,2025-02-18 17:29:23.981622,U0079,PC0079,Logoff
5599,2025-02-18 09:46:00,U0080,PC0080,Logon
5600,2025-02-18 18:13:32.378406,U0080,PC0080,Logoff
5601,2025-02-19 21:26:00,U0001,LAB010,Logon
5602,2025-02-20 05:19:47.087328,U0001,LAB010,Logoff
5603,2025-02-19 08:54:00,U0002,PC0002,Logon
5604,2025-02-19 17:52:13.138326,U0002,PC0002,Logoff
5605,2025-02-19 09:09:00,U0003,PC0003,Logon
5606,2025-02-19 17:22:14.100736,U0003,PC0003,Logoff
5607,2025-02-19 08:53:00,U0004,PC0004,Logon
5608,2025-02-19 16:30:17.112924,U0004,PC0004,Logoff
5609,2025-02-19 09:59:00,U0005,PC0005,Logon
5610,2025-02-19 18:01:15.707663,U0005,PC0005,Logoff
5611,2025-02-19 09:17:00,U0006,LAB013,Logon
5612,2025-02-19 19:02:59.442481,U0006,LAB013,Logoff
5613,2025-02-19 09:36:00,U0007,PC0007,Logon
5614,2025-02-19 17:41:35.370016,U0007,PC0007,Logoff
5615,2025-02-19 08:14:00,U0008,PC0008,Logon
5616,2025-02-19 13:40:47.221454,U0008,PC0008,Logoff
5617,2025-02-19 08:48:00,U0009,LAB020,Logon
5618,2025-02-19 16:28:26.355015,U0009,LAB020,Logoff
5619,2025-02-19 09:17:00,U0010,PC0010,Logon
5620,2025-02-19 17:07:45.941183,U0010,PC0010,Logoff
5621,2025-02-19 08:36:00,U0011,PC0011,Logon
5622,2025-02-19 14:49:14.163850,U0011,PC0011,Logoff
5623,2025-02-19 08:28:00,U0012,PC0012,Logon
5624,2025-02-19 16:56:35.943747,U0012,PC0012,Logoff
5625,2025-02-19 09:35:00,U0013,PC0013,Logon
5626,2025-02-19 17:29:08.908619,U0013,PC0013,Logoff
5627,2025-02-19 09:56:00,U0014,PC0014,Logon
5628,2025-02-19 18:53:08.921365,U0014,PC0014,Logoff
5629,2025-02-19 08:15:00,U0015,PC0015,Logon
5630,2025-02-19 16:37:00.530556,U0015,PC0015,Logoff
5631,2025-02-19 08:34:00,U0016,LAB016,Logon
5632,2025-02-19 17:25:53.367979,U0016,LAB016,Logoff
5633,2025-02-19 09:47:00,U0017,PC0017,Logon
5634,2025-02-19 18:04:54.426530,U0017,PC0017,Logoff
5635,2025-02-19 08:05:00,U0018,PC0018,Logon
5636,2025-02-19 16:47:25.316495,U0018,PC0018,Logoff
5637,2025-02-19 10:18:00,U0019,PC0019,Logon
5638,2025-02-19 17:17:31.517896,U0019,PC0019,Logoff
5639,2025-02-19 08:54:00,U0020,PC0020,Logon
5640,2025-02-19 17:07:53.786907,U0020,PC0020,Logoff
5641,2025-02-19 09:40:00,U0021,PC0021,Logon
5642,2025-02-19 17:06:25.633373,U0021,PC0021,Logoff
5643,2025-02-19 07:55:00,U0022,PC0022,Logon
5644,2025-02-19 17:16:33.082179,U0022,PC0022,Logoff
5645,2025-02-19 09:04:00,U0023,PC0023,Logon
5646,2025-02-19 15:19:25.388890,U0023,PC0023,Logoff
5647,2025-02-19 08:03:00,U0024,PC0024,Logon
5648,2025-02-19 17:37:05.456746,U0024,PC0024,Logoff
5649,2025-02-19 09:47:00,U0025,PC0025,Logon
5650,2025-02-19 18:43:19.104082,U0025,PC0025,Logoff
5651,2025-02-19 08:12:00,U0026,PC0026,Logon
5652,2025-02-19 16:16:58.754708,U0026,PC0026,Logoff
5653,2025-02-19 08:14:00,U0027,PC0027,Logon
5654,2025-02-19 17:21:41.663220,U0027,PC0027,Logoff
5655,2025-02-19 08:05:00,U0028,PC0028,Logon
5656,2025-02-19 15:16:39.121242,U0028,PC0028,Logoff
5657,2025-02-19 09:31:00,U0029,PC0029,Logon
5658,2025-02-19 17:28:20.298760,U0029,PC0029,Logoff
5659,2025-02-19 09:16:00,U0030,PC0030,Logon
5660,2025-02-19 16:35:42.556055,U0030,PC0030,Logoff
5661,2025-02-19 08:37:00,U0031,PC0031,Logon
5662,2025-02-19 15:41:39.313255,U0031,PC0031,Logoff
5663,2025-02-19 09:15:00,U0032,PC0032,Logon
5664,2025-02-19 15:46:17.231027,U0032,PC0032,Logoff
5665,2025-02-19 08:48:00,U0033,PC0033,Logon
5666,2025-02-19 15:21:49.486086,U0033,PC0033,Logoff
5667,2025-02-19 09:48:00,U0034,PC0034,Logon
5668,2025-02-19 18:30:59.721623,U0034,PC0034,Logoff
5669,2025-02-19 08:40:00,U0035,PC0035,Logon
5670,2025-02-19 18:00:01.988684,U0035,PC0035,Logoff
5671,2025-02-19 10:38:00,U0036,PC0036,Logon
5672,2025-02-19 18:40:45.622992,U0036,PC0036,Logoff
5673,2025-02-19 08:24:00,U0037,PC0037,Logon
5674,2025-02-19 19:13:27.590128,U0037,PC0037,Logoff
5675,2025-02-19 08:45:00,U0038,PC0038,Logon
5676,2025-02-19 16:46:12.383281,U0038,PC0038,Logoff
5677,2025-02-19 09:18:00,U0039,LAB001,Logon
5678,2025-02-19 18:38:42.531434,U0039,LAB001,Logoff
5679,2025-02-19 09:51:00,U0040,PC0040,Logon
5680,2025-02-19 17:21:04.917975,U0040,PC0040,Logoff
5681,2025-02-19 08:03:00,U0041,PC0041,Logon
5682,2025-02-19 15:42:29.441447,U0041,PC0041,Logoff
5683,2025-02-19 08:33:00,U0042,PC0042,Logon
5684,2025-02-19 16:35:52.171151,U0042,PC0042,Logoff
5685,2025-02-19 08:18:00,U0043,PC0043,Logon
5686,2025-02-19 14:48:21.463944,U0043,PC0043,Logoff
5687,2025-02-19 09:13:00,U0044,PC0044,Logon
5688,2025-02-19 16:43:08.378916,U0044,PC0044,Logoff
5689,2025-02-19 08:23:00,U0045,PC0045,Logon
5690,2025-02-19 16:12:54.267116,U0045,PC0045,Logoff
5691,2025-02-19 09:59:00,U0046,PC0046,Logon
5692,2025-02-19 16:14:12.719788,U0046,PC0046,Logoff
5693,2025-02-19 09:09:00,U0047,PC0047,Logon
5694,2025-02-19 16:06:10.232753,U0047,PC0047,Logoff
5695,2025-02-19 09:38:00,U0048,LAB001,Logon
5696,2025-02-19 18:09:26.257843,U0048,LAB001,Logoff
5697,2025-02-19 08:09:00,U0049,PC0049,Logon
5698,2025-02-19 15:24:17.396027,U0049,PC0049,Logoff
5699,2025-02-19 08:08:00,U0050,PC0050,Logon
5700,2025-02-19 16:44:46.046670,U0050,PC0050,Logoff
5701,2025-02-19 08:48:00,U0051,PC0051,Logon
5702,2025-02-19 16:34:58.228294,U0051,PC0051,Logoff
5703,2025-02-19 09:13:00,U0052,PC0052,Logon
5704,2025-02-19 16:36:46.107848,U0052,PC0052,Logoff
5705,2025-02-19 08:41:00,U0053,PC0053,Logon
5706,2025-02-19 14:35:51.147220,U0053,PC0053,Logoff
5707,2025-02-19 09:28:00,U0054,PC0054,Logon
5708,2025-02-19 17:45:55.672009,U0054,PC0054,Logoff
5709,2025-02-19 08:53:00,U0055,PC0055,Logon
5710,2025-02-19 18:46:55.445933,U0055,PC0055,Logoff
5711,2025-02-19 09:50:00,U0056,PC0056,Logon
5712,2025-02-19 16:47:49.883141,U0056,PC0056,Logoff
5713,2025-02-19 09:25:00,U0057,PC0057,Logon
5714,2025-02-19 17:48:52.973579,U0057,PC0057,Logoff
5715,2025-02-19 09:21:00,U0058,PC0058,Logon
5716,2025-02-19 16:55:27.279823,U0058,PC0058,Logoff
5717,2025-02-19 09:09:00,U0059,LAB014,Logon
5718,2025-02-19 16:53:17.670155,U0059,LAB014,Logoff
5719,2025-02-19 09:30:00,U0060,PC0060,Logon
5720,2025-02-19 15:35:42.199966,U0060,PC0060,Logoff
5721,2025-02-19 08:25:00,U0061,PC0061,Logon
5722,2025-02-19 18:08:19.758352,U0061,PC0061,Logoff
5723,2025-02-19 08:55:00,U0062,PC0062,Logon
5724,2025-02-19 16:18:46.182129,U0062,PC0062,Logoff
5725,2025-02-19 08:41:00,U0063,PC0063,Logon
5726,2025-02-19 15:28:06.697911,U0063,PC0063,Logoff
5727,2025-02-19 07:07:00,U0064,PC0064,Logon
5728,2025-02-19 14:53:09.888965,U0064,PC0064,Logoff
5729,2025-02-19 09:04:00,U0065,PC0065,Logon
5730,2025-02-19 17:00:50.981753,U0065,PC0065,Logoff
5731,2025-02-19 08:15:00,U0066,PC0066,Logon
5732,2025-02-19 16:17:34.947135,U0066,PC0066,Logoff
5733,2025-02-19 09:33:00,U0067,PC0067,Logon
5734,2025-02-19 17:21:34.393731,U0067,PC0067,Logoff
5735,2025-02-19 08:16:00,U0068,PC0068,Logon
5736,2025-02-19 15:59:07.948254,U0068,PC0068,Logoff
5737,2025-02-19 09:41:00,U0069,PC0069,Logon
5738,2025-02-19 19:05:43.296763,U0069,PC0069,Logoff
5739,2025-02-19 08:36:00,U0070,PC0070,Logon
5740,2025-02-19 16:41:56.161633,U0070,PC0070,Logoff
5741,2025-02-19 09:46:00,U0071,PC0071,Logon
5742,2025-02-19 16:46:26.719176,U0071,PC0071,Logoff
5743,2025-02-19 09:24:00,U0072,PC0072,Logon
5744,2025-02-19 15:56:03.574114,U0072,PC0072,Logoff
5745,2025-02-19 08:20:00,U0073,PC0073,Logon
5746,2025-02-19 16:42:00.287068,U0073,PC0073,Logoff
5747,2025-02-19 08:21:00,U0074,PC0074,Logon
5748,2025-02-19 16:33:08.209467,U0074,PC0074,Logoff
5749,2025-02-19 08:26:00,U0075,PC0075,Logon
5750,2025-02-19 15:27:24.959825,U0075,PC0075,Logoff
5751,2025-02-19 08:55:00,U0076,PC0076,Logon
5752,2025-02-19 15:41:00.835302,U0076,PC0076,Logoff
5753,2025-02-19 09:35:00,U0077,PC0077,Logon
5754,2025-02-19 16:13:38.506759,U0077,PC0077,Logoff
5755,2025-02-19 08:48:00,U0078,PC0078,Logon
5756,2025-02-19 15:45:27.822283,U0078,PC0078,Logoff
5757,2025-02-19 09:35:00,U0079,PC0079,Logon
5758,2025-02-19 17:15:06.847063,U0079,PC0079,Logoff
5759,2025-02-19 08:55:00,U0080,LAB005,Logon
5760,2025-02-19 17:46:11.525562,U0080,LAB005,Logoff
5761,2025-02-20 09:12:00,U0001,LAB010,Logon
5762,2025-02-20 17:42:59.920005,U0001,LAB010,Logoff
5763,2025-02-20 08:32:00,U0002,LAB007,Logon
5764,2025-02-20 15:07:42.659002,U0002,LAB007,Logoff
5765,2025-02-20 09:29:00,U0003,PC0003,Logon
5766,2025-02-20 17:09:52.153120,U0003,PC0003,Logoff
5767,2025-02-20 09:18:00,U0004,PC0004,Logon
5768,2025-02-20 17:13:12.329570,U0004,PC0004,Logoff
5769,2025-02-20 09:11:00,U0005,PC0005,Logon
5770,2025-02-20 15:33:35.822892,U0005,PC0005,Logoff
5771,2025-02-20 09:00:00,U0006,PC0006,Logon
5772,2025-02-20 16:50:08.728854,U0006,PC0006,Logoff
5773,2025-02-20 09:47:00,U0007,PC0007,Logon
5774,2025-02-20 16:56:50.069987,U0007,PC0007,Logoff
5775,2025-02-20 09:37:00,U0008,PC0008,Logon
5776,2025-02-20 16:18:49.758851,U0008,PC0008,Logoff
5777,2025-02-20 09:13:00,U0009,PC0009,Logon
5778,2025-02-20 16:51:38.493296,U0009,PC0009,Logoff
5779,2025-02-20 09:41:00,U0010,PC0010,Logon
